367.5881727001167,543.3115277262232,659.279233849428,945.4318571288156,1721.4285409036713
367.5881727001167,540.9207652958748,660.5099978205221,943.5857111721745,1721.8387955607027
370.66508262785203,543.9976752236101,661.7407617916163,948.9190217135824,1727.9926154161733
369.22919132824217,542.766911252516,660.7151251490378,944.4062204862372,1722.4541775462499
366.9727907145696,542.9720385810317,660.5099978205221,945.2267298003,1723.8900688458596
371.2804646133991,545.6386938517356,664.2022897338045,949.7395310276452,1732.0951619864873
371.4855919419148,548.3053491224397,666.8689450045085,953.0215682838962,1738.6592364989892
367.99842735714805,543.3822932380631,660.9202524775535,947.0728757569412,1726.7618514450792
372.5112285844932,551.5873863786907,669.3304729466968,956.0984782116316,1744.1976743689129
369.8445733137892,544.6130572091572,662.561271105679,946.6626210999098,1724.5054508314067
366.5625360575382,542.766911252516,658.0484698783339,941.944692544049,1714.2490844056222
371.4855919419148,547.2797124798611,665.8433083619301,950.5600403417079,1734.1464352716441
367.1786332260405,540.3064357080395,658.0497516140435,945.0234431689211,1717.3293393119616
371.28118778722535,550.152566654883,667.8958825608871,957.7413623085939,1741.534411222952
